NAME                     INSTALLED                        FIXED IN                                             TYPE            VULNERABILITY        SEVERITY    EPSS          RISK
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64830       Medium      0.4% (29th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64830       Medium      0.4% (29th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64830       Medium      0.4% (29th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64830       Medium      0.4% (29th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64830       Medium      0.4% (29th)   0.2
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.19                                    deb             CVE-2024-13176       Low         0.6% (45th)   0.2
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.19                                    deb             CVE-2024-13176       Low         0.6% (45th)   0.2
libglib2.0-0             2.72.4-0ubuntu2.9                                                                     deb             CVE-2026-58011       Medium      0.4% (28th)   0.2
libc-bin                 2.35-0ubuntu3.8                                                                       deb             CVE-2026-6238        Medium      0.4% (28th)   0.2
libc-dev-bin             2.35-0ubuntu3.8                                                                       deb             CVE-2026-6238        Medium      0.4% (28th)   0.2
libc6                    2.35-0ubuntu3.8                                                                       deb             CVE-2026-6238        Medium      0.4% (28th)   0.2
libc6-dev                2.35-0ubuntu3.8                                                                       deb             CVE-2026-6238        Medium      0.4% (28th)   0.2
perl-base                5.34.0-3ubuntu1.3                                                                     deb             CVE-2026-57433       Medium      0.4% (28th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-32230       Medium      0.4% (28th)   0.2
libgnutls30              3.7.3-4ubuntu1.5                 3.7.3-4ubuntu1.9                                     deb             CVE-2026-42012       Medium      0.4% (27th)   0.2
pip                      24.2                             26.1.2                                               python          GHSA-wf93-45jw-7689  Medium      0.3% (24th)   0.2
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-9076        Low         0.6% (44th)   0.2
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-9076        Low         0.6% (44th)   0.2
libc-bin                 2.35-0ubuntu3.8                  2.35-0ubuntu3.13                                     deb             CVE-2026-0861        Medium      0.4% (27th)   0.2
libc-dev-bin             2.35-0ubuntu3.8                  2.35-0ubuntu3.13                                     deb             CVE-2026-0861        Medium      0.4% (27th)   0.2
libc6                    2.35-0ubuntu3.8                  2.35-0ubuntu3.13                                     deb             CVE-2026-0861        Medium      0.4% (27th)   0.2
libc6-dev                2.35-0ubuntu3.8                  2.35-0ubuntu3.13                                     deb             CVE-2026-0861        Medium      0.4% (27th)   0.2
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-34182       Medium      0.4% (27th)   0.2
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-34182       Medium      0.4% (27th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-22921       Medium      0.4% (27th)   0.2
libc-bin                 2.35-0ubuntu3.8                  2.35-0ubuntu3.9                                      deb             CVE-2025-0395        Medium      0.3% (27th)   0.2
libc-dev-bin             2.35-0ubuntu3.8                  2.35-0ubuntu3.9                                      deb             CVE-2025-0395        Medium      0.3% (27th)   0.2
libc6                    2.35-0ubuntu3.8                  2.35-0ubuntu3.9                                      deb             CVE-2025-0395        Medium      0.3% (27th)   0.2
libc6-dev                2.35-0ubuntu3.8                  2.35-0ubuntu3.9                                      deb             CVE-2025-0395        Medium      0.3% (27th)   0.2
libglib2.0-0             2.72.4-0ubuntu2.9                                                                     deb             CVE-2026-58013       Medium      0.3% (27th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64835       Medium      0.3% (27th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-64832       Medium      0.3% (27th)   0.2
python                   3.11.10                          3.15.0a6                                             UnknownPackage  CVE-2025-15367       Medium      0.3% (23rd)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1                                                              deb             CVE-2025-7700        Medium      0.3% (26th)   0.2
libglib2.0-0             2.72.4-0ubuntu2.9                                                                     deb             CVE-2026-58010       Medium      0.3% (26th)   0.2
libglib2.0-0             2.72.4-0ubuntu2.9                                                                     deb             CVE-2026-58012       Medium      0.3% (26th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-30997       Medium      0.3% (26th)   0.2
gzip                     1.10-4ubuntu4.1                  1.10-4ubuntu4.2                                      deb             CVE-2026-41992       Medium      0.3% (25th)   0.2
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-42767       Low         0.6% (43rd)   0.2
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-42767       Low         0.6% (43rd)   0.2
libpam-modules           1.4.0-11ubuntu2.4                1.4.0-11ubuntu2.7                                    deb             CVE-2026-54411       Medium      0.3% (25th)   0.2
libpam-modules-bin       1.4.0-11ubuntu2.4                1.4.0-11ubuntu2.7                                    deb             CVE-2026-54411       Medium      0.3% (25th)   0.2
libpam-runtime           1.4.0-11ubuntu2.4                1.4.0-11ubuntu2.7                                    deb             CVE-2026-54411       Medium      0.3% (25th)   0.2
libpam0g                 1.4.0-11ubuntu2.4                1.4.0-11ubuntu2.7                                    deb             CVE-2026-54411       Medium      0.3% (25th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-63757       Medium      0.3% (25th)   0.2
libgssapi-krb5-2         1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.7                                    deb             CVE-2025-3576        Medium      0.3% (25th)   0.2
libk5crypto3             1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.7                                    deb             CVE-2025-3576        Medium      0.3% (25th)   0.2
libkrb5-3                1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.7                                    deb             CVE-2025-3576        Medium      0.3% (25th)   0.2
libkrb5support0          1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.7                                    deb             CVE-2025-3576        Medium      0.3% (25th)   0.2
python                   3.11.10                          3.9.24, 3.10.19, *3.11.14, 3.12.12, ...              UnknownPackage  CVE-2025-8291        Medium      0.4% (27th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51793       Medium      0.3% (24th)   0.2
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59848       Medium      0.3% (24th)   0.2
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59848       Medium      0.3% (24th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-51798       Medium      0.3% (23rd)   0.2
libpcre3                 2:8.39-13ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2017-11164       Negligible  3.1% (86th)   0.2
libsndfile1              1.0.31-2ubuntu0.2                                                                     deb             CVE-2024-50613       Low         0.5% (40th)   0.2
libpng-dev               1.6.37-3build5                   1.6.37-3ubuntu0.3                                    deb             CVE-2025-66293       Medium      0.3% (22nd)   0.2
libpng16-16              1.6.37-3build5                   1.6.37-3ubuntu0.3                                    deb             CVE-2025-66293       Medium      0.3% (22nd)   0.2
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59847       Medium      0.3% (22nd)   0.2
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59847       Medium      0.3% (22nd)   0.2
libglib2.0-0             2.72.4-0ubuntu2.9                                                                     deb             CVE-2026-58014       Medium      0.3% (22nd)   0.2
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.21                                    deb             CVE-2026-22796       Low         0.5% (40th)   0.2
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.21                                    deb             CVE-2026-22796       Low         0.5% (40th)   0.2
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2025-10256       Medium      0.3% (22nd)   0.1
perl-base                5.34.0-3ubuntu1.3                                                                     deb             CVE-2026-48962       Medium      0.3% (21st)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66036       Medium      0.3% (20th)   0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-50219       Medium      0.3% (20th)   0.1
libllvm15                1:15.0.7-0ubuntu0.22.04.3                                                             deb             CVE-2024-7883        Low         0.5% (38th)   0.1
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59851       Medium      0.3% (20th)   0.1
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59851       Medium      0.3% (20th)   0.1
libssh-4                 0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59850       Medium      0.3% (20th)   0.1
libssh-gcrypt-4          0.9.6-2ubuntu0.22.04.7                                                                deb             CVE-2026-59850       Medium      0.3% (20th)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-13858       Medium      0.3% (20th)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66037       Medium      0.3% (20th)   0.1
libmfx1                  22.3.0-1                                                                              deb             CVE-2023-45221       Medium      0.3% (20th)   0.1
torch                    2.5.1+cu124                      2.8.0                                                python          GHSA-887c-mr87-cxwp  Medium      0.3% (23rd)   0.1
ffmpeg                   8.0.1                                                                                 UnknownPackage  CVE-2025-69693       Medium      0.3% (18th)   0.1
libexpat1                2.4.7-1ubuntu0.7                                                                      deb             CVE-2026-4739        Medium      0.3% (19th)   0.1
libaom3                  3.3.0-1ubuntu0.1                                                                      deb             CVE-2026-56208       Medium      0.3% (19th)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2023-6605        Medium      0.3% (19th)   0.1
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-42770       Low         0.5% (37th)   0.1
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.25                                    deb             CVE-2026-42770       Low         0.5% (37th)   0.1
python                   3.11.10                          *3.13.13, 3.14.4, 3.15.0a8                           UnknownPackage  CVE-2026-4519        Low         0.3% (23rd)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36613       Medium      0.3% (19th)   0.1
liblzma5                 5.2.5-2ubuntu1                   5.2.5-2ubuntu1.1                                     deb             CVE-2026-34743       Low         0.4% (36th)   0.1
libncurses6              6.3-2ubuntu0.1                   6.3-2ubuntu0.2                                       deb             CVE-2025-69720       Low         0.4% (36th)   0.1
libncursesw6             6.3-2ubuntu0.1                   6.3-2ubuntu0.2                                       deb             CVE-2025-69720       Low         0.4% (36th)   0.1
libtinfo6                6.3-2ubuntu0.1                   6.3-2ubuntu0.2                                       deb             CVE-2025-69720       Low         0.4% (36th)   0.1
ncurses-base             6.3-2ubuntu0.1                   6.3-2ubuntu0.2                                       deb             CVE-2025-69720       Low         0.4% (36th)   0.1
